dish_id, total_calories, total_mass, total_fat, total_carb, total_protein, ingredients
dish_1562603626, 201.759506, 209.000000, 7.385731, 28.675268, 6.571293, sweet potato; bacon; olive oil; pineapple; berries
dish_1561578623, 208.514832, 208.000000, 10.297771, 13.109113, 15.945778, olive oil; onions; salt; millet; shallots; spinach (cooked); roasted potatoes; bok choy; beef; cauliflower; vinegar
dish_1565021640, 304.581451, 500.000000, 3.283805, 20.698196, 40.795120, egg whites; olive oil; sweet potato
dish_1560442258, 289.369995, 185.000000, 16.400999, 21.112000, 15.089001, bacon; berries
dish_1563998513, 757.505066, 599.000000, 38.736301, 51.552532, 54.239513, chicken; pepper; cookies; brown rice; arugula; vinegar; oregano; tatsoi; olive oil; basil; cilantro; white wine; salt; roasted potatoes; garlic; shallots; cauliflower; mushroom; steak; jalapenos; cream; wheat berry; thyme; butter; rosemary; lemon juice; parsley
dish_1564171935, 476.337524, 309.000000, 21.417841, 28.962877, 40.716434, salmon; salt; thyme; olive oil; wheat berry; arugula; brown rice; pepper
dish_1566835603, 63.166828, 66.000000, 1.609756, 11.590244, 0.643902, olive oil; sweet potato
dish_1565724087, 230.614960, 160.000000, 12.252845, 4.755569, 25.147102, cranberries; lemon juice; onions; salt; garlic; chicken; arugula; wheat berry; thyme; olive oil; mustard; parsley; shallots; celery root; vinegar; spinach (raw)
dish_1562602918, 265.622253, 417.000000, 5.792155, 34.749252, 19.446213, chia seeds; milk; greek yogurt; sweet potato; strawberries; watermelon; egg whites
dish_1551227050, 196.180008, 198.000000, 16.852999, 18.180000, 25.248001, fish; tortilla; bell peppers
dish_1551307325, 106.559998, 72.000000, 7.920000, 1.152000, 7.200000, scrambled eggs
dish_1550792595, 55.439999, 72.000000, 0.072000, 12.240000, 1.440000, potatoes
dish_1559589873, 11.880000, 54.000000, 0.162000, 1.782000, 1.674000, mushroom
dish_1564168739, 585.302002, 164.000000, 45.343998, 15.394000, 27.478001, pepperoni; sandwiches
dish_1551304854, 91.120003, 134.000000, 1.876000, 16.080000, 3.216000, oatmeal
dish_1564432094, 177.659988, 63.000000, 7.560000, 20.160000, 7.560000, pepperoni pizza
dish_1558544663, 141.440002, 208.000000, 2.912000, 24.959999, 4.992000, oatmeal
dish_1562950057, 320.100006, 223.000000, 18.566000, 26.856001, 11.082001, scrambled eggs; roasted potatoes
dish_1551225793, 105.320000, 117.000000, 1.098000, 23.455000, 2.821000, mushroom; tortilla; apple
dish_1564169958, 787.776489, 563.000000, 37.704697, 46.740982, 67.093170, chili; tomatoes; cilantro; olive oil; parsley; cucumbers; tortilla; onions; squash; chicken thighs; cheese; pepper; garlic; tatsoi; kale; lemon juice; zucchini; broccoli; salt
dish_1551379605, 230.139999, 172.000000, 12.226000, 22.007999, 10.313999, cantaloupe; cheese; banana
dish_1551142128, 43.500000, 87.000000, 0.087000, 11.309999, 0.435000, pineapple
dish_1562007904, 525.461365, 489.000000, 17.817501, 64.116570, 28.267633, shallots; arugula; pepper; quinoa; mayonnaise; couscous; brussels sprouts; pork; wheat berry; thyme; lemon juice; caesar salad; salt; garlic; carrot; cherry tomatoes; jalapenos; olive oil; parsley; cabbage; olives
dish_1562086067, 178.178009, 209.000000, 0.539000, 42.812000, 2.255000, yam; berries
dish_1560887408, 324.520020, 122.000000, 11.834001, 40.260002, 13.420000, pizza
dish_1561663068, 332.892792, 168.000000, 15.890169, 35.715992, 12.027848, lime; lettuce; mixed greens; olive oil; onions; cucumbers; vinegar; pepper; salt; cheese pizza; cherry tomatoes
dish_1565808975, 35.720001, 130.000000, 0.204000, 7.926000, 1.282000, cherry tomatoes; onions
dish_1562170356, 385.333984, 432.000000, 14.285000, 55.529999, 12.788000, turkey bacon; pineapple; watermelon; roasted potatoes; berries
dish_1563391989, 462.847504, 464.000000, 34.812225, 15.968175, 56.331486, bell peppers; broccoli; tomatoes; onions; squash; chicken thighs; pepper; fish; arugula; chili; garlic; cabbage; cilantro; salt; hominy; lemon juice; zucchini; olive oil; parsley; jalapenos; tomatillo; quinoa; lime
dish_1566934152, 305.065247, 396.000000, 15.832462, 11.562181, 29.805676, pepper; bok choy; quinoa; brown rice; mushroom; arugula; thyme; olive oil; chicken thighs; lemon juice; spinach (cooked); shallots; cauliflower; eggplant; squash; wine; garlic; salt; salmon
dish_1568056019, 64.300003, 131.000000, 3.578000, 8.121000, 1.235000, olives; cherry tomatoes; onions
dish_1558378553, 393.108002, 68.000000, 33.660000, 15.436000, 15.232000, almonds
dish_1560543682, 121.259995, 86.000000, 5.848001, 15.480000, 1.806000, roasted potatoes
dish_1562963517, 552.648376, 511.000000, 58.622601, 22.397163, 58.309628, fish; vinegar; mustard; lemon juice; salt; garlic; cilantro; jalapenos; pepper; quinoa; tomatillo; arugula; olive oil; onions; mixed greens; lettuce; carrot; pumpkin seeds
dish_1566851222, 550.827515, 375.000000, 24.320635, 53.793690, 29.527210, pepper; cabbage; vinegar; mayonnaise; shallots; onions; cucumbers; olive oil; garlic; pizza; carrot; salt; quinoa; jalapenos; wheat berry; pork; parsley; spinach (raw); lemon juice; arugula; mustard; thyme; sun dried tomatoes
dish_1566333194, 461.585266, 220.000000, 18.614201, 36.067131, 35.169743, bok choy; bell peppers; jalapenos; spinach (raw); onions; garlic; tomatoes; cheese pizza; salt; shallots; pepper; beef; vinegar; olive oil; spinach (cooked); chicken; millet
dish_1562702813, 41.051445, 59.000000, 3.469702, 2.070021, 0.977894, cucumbers; feta cheese; onions; olives; vinaigrette; cherry tomatoes; lettuce; bell peppers
dish_1558550127, 127.182007, 22.000000, 10.890000, 4.994000, 4.928000, almonds
dish_1559239753, 26.545507, 54.000000, 0.638884, 5.326569, 0.479778, carrot; salt; pepper; olive oil
dish_1550777319, 25.500000, 75.000000, 0.150000, 6.000000, 0.600000, cantaloupe
dish_1551376892, 39.650002, 65.000000, 0.325000, 9.750000, 0.715000, kiwi
dish_1561492161, 48.309685, 43.000000, 4.490371, 1.816070, 0.868981, blueberries; vinegar; spinach (raw); radishes; garlic; salt; olive oil; mustard
dish_1558628515, 31.920000, 56.000000, 0.168000, 7.840000, 0.392000, berries
dish_1561752563, 373.507965, 367.000000, 18.297710, 24.707659, 29.359070, cheese; turnips; caesar salad; pepper; tatsoi; onions; cucumbers; kale; chili; lemon juice; garlic; parsley; squash; chicken thighs; olive oil; tortilla; salt; cilantro; tomatoes
dish_1562691064, 555.303711, 501.000000, 23.931829, 64.772835, 21.989340, berries; fried rice; olive oil; pineapple; scrambled eggs; roasted potatoes; broccoli
dish_1559233715, 83.599998, 110.000000, 0.000000, 19.800001, 1.100000, sweet potato
dish_1550790347, 17.629999, 43.000000, 0.086000, 4.300000, 0.387000, carrot
dish_1551491020, 29.930000, 41.000000, 1.968000, 0.779000, 3.280000, tofu
dish_1562777000, 195.360001, 132.000000, 14.520000, 2.112000, 13.200000, scrambled eggs
dish_1551566922, 24.090000, 33.000000, 1.584000, 0.627000, 2.640000, tofu
dish_1566328724, 275.549988, 167.000000, 6.012000, 0.000000, 51.770000, chicken
dish_1563220109, 184.735962, 174.000000, 7.398599, 22.408951, 8.018723, pepperoni pizza; salt; olive oil; squash; broccoli
dish_1562096542, 38.089600, 50.000000, 2.763935, 3.123378, 0.942013, parsley; salt; mixed greens; garlic; artichokes; olive oil; beets; green beans; vinegar
dish_1562860073, 357.809998, 259.000000, 21.688000, 20.958000, 20.001999, scrambled eggs; bacon; berries
dish_1562963612, 184.080002, 156.000000, 7.228000, 21.632000, 9.048000, pizza; caesar salad
dish_1550710402, 18.750000, 75.000000, 0.225000, 3.750000, 1.350000, cauliflower
dish_1562961588, 178.220001, 67.000000, 6.499000, 22.110001, 7.370000, pizza
dish_1563823860, 71.586662, 263.000000, 1.444280, 13.146437, 4.318495, pepper; garlic; lemon juice; kale; parsley; tatsoi; olive oil; cucumbers; turnips; salt
dish_1558725786, 113.527000, 107.000000, 2.568000, 23.539999, 3.317000, corn on the cob
dish_1551236775, 231.529999, 175.000000, 11.709001, 9.270000, 21.570999, beef; mushroom; orange
dish_1565640601, 411.151825, 333.000000, 18.675562, 13.240899, 46.487823, parsley; rosemary; jalapenos; chicken breast; parmesan cheese; cilantro; lime; zucchini; lemon juice; garlic; mustard greens; thyme; arugula; spinach (raw); mangos; cherry tomatoes; asparagus; white rice; wheat berry; tomatoes; salt; pork; onions; cucumbers; olive oil
dish_1551564255, 104.510002, 153.000000, 3.572000, 14.605000, 6.124000, oatmeal; tofu; kiwi
dish_1550876892, 108.939995, 58.000000, 8.670000, 3.971000, 4.840000, tomatoes; avocado; cheese
dish_1565107171, 501.884644, 724.000000, 13.378048, 44.091949, 46.592220, sweet potato; scrambled eggs; olive oil; egg whites; watermelon; grapes
dish_1563913627, 230.333145, 109.000000, 10.015250, 26.731916, 8.362399, olive oil; figs; salt; cheese pizza; cucumbers; mustard; cherry tomatoes; chard; spinach (raw); vinegar
dish_1561753275, 330.034393, 397.000000, 13.775391, 22.346630, 29.201099, arugula; brown rice; squash; olive oil; cucumbers; lemon juice; parsley; garlic; pineapple; salmon; pepper; tatsoi; thyme; kale; salt
dish_1558640418, 14.349999, 35.000000, 0.070000, 3.500000, 0.315000, carrot
dish_1561576978, 511.614227, 341.000000, 25.017786, 11.015146, 58.580055, shallots; walnuts; oregano; chicken; arugula; olive oil; mustard; mushroom; rosemary; eggplant; chard; wheat berry; cream; white wine; beef; salt; spinach (cooked); thyme; garlic; basil; lemon juice; onions; vinegar; blueberries; bok choy; millet; pepper; butter
dish_1550875968, 13.940001, 41.000000, 0.082000, 3.280000, 0.328000, cantaloupe
dish_1551139831, 134.400009, 84.000000, 12.600000, 7.560000, 1.680000, avocado
dish_1563479655, 321.230652, 282.000000, 15.110439, 22.404507, 24.518604, lime; cilantro; thyme; olive oil; jalapenos; cauliflower; beef; pepper; salt; broccoli; wine; brussels sprouts; sour cream; brown rice; ginger; spinach (raw); mushroom; figs; garlic; arugula; cream; apple; salmon; pasta; goat cheese; chili; shallots; mustard greens; lemon juice; onions
dish_1564170071, 14.000000, 35.000000, 0.035000, 3.150000, 0.385000, onions
dish_1559844113, 312.955017, 356.000000, 12.968000, 49.254997, 7.371000, strawberries; pears; mandarin oranges; almonds
dish_1561667430, 342.213593, 166.000000, 15.668182, 18.326160, 30.282518, soy sauce; white rice; sugar; salt; pork; pepper; bok choy; garlic
dish_1560799647, 723.409973, 474.000000, 39.668941, 39.587593, 50.007645, garlic; spinach (raw); squash; pork; mustard; pizza; parsley; salt; rosemary; white rice; apple; arugula; vinegar; olive oil; cranberries; zucchini; onions
dish_1568313575, 57.940002, 112.000000, 3.619000, 5.930000, 2.789000, mushroom; mixed greens; avocado
dish_1551377177, 91.800003, 147.000000, 0.289000, 10.209000, 13.539999, mushroom; shrimp; orange
dish_1559842047, 153.690002, 285.000000, 0.487000, 39.529999, 1.992000, broccoli; pears; mandarin oranges
dish_1550771387, 203.570007, 141.000000, 14.122000, 5.374000, 13.842001, broccoli; bacon; scrambled eggs
dish_1562790321, 767.469849, 354.000000, 53.016029, 39.829521, 37.471909, salt; pepper; walnuts; olive oil; pizza; chard; mustard; vinegar; arugula; grilled chicken; eggplant; blueberries
dish_1559845767, 236.232010, 375.000000, 0.481000, 58.011997, 3.648000, pears; mandarin oranges; potatoes
dish_1565032680, 280.281769, 208.000000, 21.615925, 20.304913, 4.109205, figs; arugula; vinegar; strawberries; salt; olive oil; mustard
dish_1561134128, 58.500000, 141.000000, 0.342000, 14.556000, 0.906000, berries; watermelon
dish_1560889032, 246.868225, 208.000000, 7.012973, 10.744461, 34.232979, salt; thyme; carrot; garlic; olive oil; parsley; lemon juice; spinach (raw); chicken; wheat berry; pepper; shallots
dish_1566501352, 75.529999, 170.000000, 3.040000, 12.261001, 1.564000, cherry tomatoes; onions; olives; carrot
dish_1558550218, 230.001999, 206.000000, 11.258000, 32.433998, 5.648000, almonds; grapes; apple
dish_1560975572, 96.990005, 159.000000, 2.158000, 16.068001, 5.584000, caesar salad; wheat berry; broccoli
dish_1551373813, 239.389984, 188.000000, 10.893001, 28.936001, 9.589001, banana; cheese; orange
dish_1562959190, 518.801147, 378.000000, 31.284950, 53.022335, 26.722988, fish; pepper; blueberries; chard; mustard; olive oil; garlic; raspberries; roasted potatoes; carrot; quinoa; tomatillo; almonds; lemon juice; jalapenos; pizza; arugula; onions; artichokes; parsnips; cilantro; salt; vinegar
dish_1566328776, 901.810059, 436.000000, 28.684999, 78.293999, 77.723999, chicken; cherry tomatoes; pizza
dish_1563303350, 202.221436, 167.000000, 5.756976, 8.355268, 28.384161, chicken; carrot; spinach (raw); parsley; wheat berry; thyme; olive oil; lemon juice; pepper; salt; shallots; garlic
dish_1563222830, 325.068085, 211.000000, 11.864419, 22.478292, 31.888044, broccoli; white rice; wheat berry; spinach (raw); zucchini; onions; arugula; garlic; salt; chicken breast; cherry tomatoes; pork; pepperoni pizza; parmesan cheese; parsley; rosemary; thyme; olive oil
dish_1560802764, 111.832207, 99.000000, 3.250635, 3.443570, 16.393690, garlic; cherry tomatoes; chicken breast; wheat berry; thyme; kale; bulgur; chickpeas; salt; pepper; spinach (raw); parmesan cheese; squash; olive oil; parsley; lemon juice
dish_1561666849, 347.594604, 298.000000, 15.213860, 47.585873, 11.506332, mixed greens; lime; cheese pizza; lettuce; cucumbers; onions; olive oil; corn on the cob; vinegar; pepper; cherry tomatoes; salt; caesar salad
dish_1563305913, 89.652504, 107.000000, 7.107997, 5.045908, 3.077450, croutons; apple; mushroom; vinegar; spinach (raw); parmesan cheese; mustard; onions; cranberries; caesar dressing; olive oil; kale; salt
dish_1562963006, 259.097229, 247.000000, 28.683897, 9.891858, 32.221638, cilantro; tomatillo; quinoa; fish; arugula; pepper; salt; onions; lemon juice; olive oil; jalapenos; garlic
dish_1550795361, 54.669998, 71.000000, 0.071000, 12.070000, 1.420000, potatoes
dish_1563219035, 410.209686, 221.000000, 21.875057, 20.186846, 32.027081, white rice; garlic; celery; arugula; pepperoni pizza; rosemary; pork; onions; parsley; olive oil; zucchini; salt; olives
dish_1560541760, 465.583740, 372.000000, 16.740324, 13.392922, 63.606739, vinegar; chard; ginger; garlic; white rice; mustard; olive oil; spinach (raw); blueberries; green beans; arugula; pepper; cauliflower; chicken; broccoli; salt; walnuts; green onions; soy sauce
dish_1551566208, 32.200001, 28.000000, 2.996000, 1.764000, 0.224000, olives
dish_1562603598, 175.259506, 156.000000, 7.332731, 21.785269, 6.306293, berries; bacon; sweet potato; olive oil
dish_1551124116, 143.059998, 164.000000, 7.399000, 11.892000, 7.489000, scrambled eggs; oatmeal; tomatoes
dish_1551233180, 52.200001, 36.000000, 2.160000, 0.540000, 7.560000, ham
dish_1551566887, 37.950001, 33.000000, 3.531000, 2.079000, 0.264000, olives
dish_1551381921, 135.752014, 96.000000, 1.875000, 28.466999, 4.260000, corn; asparagus; tortilla
dish_1561753623, 159.310791, 149.000000, 7.950614, 5.452060, 15.115460, olive oil; thyme; squash; salt; salmon; pepper; arugula; brown rice
dish_1566316681, 116.762924, 122.000000, 2.975610, 21.424391, 1.190244, sweet potato; olive oil
dish_1551314360, 59.959999, 137.000000, 0.221000, 16.119999, 1.065000, pineapple; lemon; orange
dish_1551313896, 132.080002, 189.000000, 0.870000, 28.860001, 5.724000, lemon; kiwi; bean(seed)
dish_1562702132, 245.385895, 359.000000, 21.956066, 15.755673, 23.436350, fish; cucumbers; olive oil; parsley; arugula; squash; lentils; corn; cherry tomatoes; chive; salt; garlic; mixed greens; artichokes; carrot; snow peas; vinegar; cauliflower; pepper
dish_1567106693, 359.160004, 417.000000, 6.525000, 18.302000, 55.369999, cherry tomatoes; onions; chicken; bell peppers; carrot
dish_1564687090, 498.018677, 416.000000, 32.740070, 40.485527, 38.089466, fish; millet; white rice; ketchup; steak; spinach (raw); jalapenos; onions; wheat berry; olive oil; bell peppers; cilantro; vinegar; kale; green beans; lime; shallots; salt
dish_1565725244, 573.546021, 590.000000, 19.376999, 28.073997, 72.006996, parmesan cheese; cherry tomatoes; chicken; bell peppers; carrot; olives; onions; caesar dressing
dish_1563302447, 561.417053, 440.000000, 27.385805, 31.362020, 48.122875, lettuce; shallots; salt; blue cheese; lemon juice; thyme; olive oil; wheat berry; chicken; walnuts; garlic; carrot; roasted potatoes; parsley; mustard; mushroom; vinegar; spinach (raw); pepper; mixed greens
dish_1564686657, 279.194977, 105.000000, 9.870000, 35.174999, 11.760000, cheese pizza
dish_1561747075, 646.588074, 301.000000, 32.647552, 31.982321, 55.615631, garlic; tomatoes; onions; salt; tortilla; chili; olive oil; chicken thighs; cilantro; cheese
dish_1566419635, 605.871704, 389.000000, 22.414907, 50.755920, 49.411755, roasted potatoes; caesar salad; thyme; rosemary; cream; green beans; wheat berry; mushroom; oregano; arugula; pepper; shallots; garlic; cheese pizza; white wine; olive oil; butter; lemon juice; basil; chicken; salt
dish_1558639630, 116.709999, 110.000000, 2.640000, 24.200001, 3.410000, corn on the cob
dish_1550873788, 418.819977, 189.000000, 21.198000, 3.078000, 52.360001, chicken; cheese; avocado
dish_1558722068, 179.210999, 31.000000, 15.345000, 7.037000, 6.944000, almonds
dish_1565196260, 74.360001, 143.000000, 0.286000, 1.001000, 14.300000, egg whites
dish_1561749857, 366.579254, 447.000000, 15.792132, 21.602934, 35.232506, arugula; brown rice; cucumbers; salmon; cherry tomatoes; pepper; radishes; salt; broccoli; brussels sprouts; olive oil; thyme
dish_1564761457, 287.306000, 223.000000, 8.245000, 30.389000, 21.170000, fried rice; turkey bacon; egg whites
dish_1561405034, 178.278091, 153.000000, 10.282932, 7.617062, 14.915339, mustard; soy sauce; salt; green onions; spinach (raw); parmesan cheese; green beans; croutons; vinegar; chicken; garlic; tomatoes; broccoli; cucumbers; kale; caesar dressing; olive oil; mustard greens; ginger; olives; white rice
dish_1562872150, 7.480000, 34.000000, 0.102000, 1.122000, 1.054000, mushroom
dish_1560454539, 122.274002, 119.000000, 4.748726, 17.543842, 3.845490, green beans; vinegar; wild rice; cherry tomatoes; parsley; carrot; salt; mixed greens; garlic; olive oil; cucumbers
dish_1561578373, 164.495850, 132.000000, 7.536766, 17.891659, 7.000702, cheese pizza; bell peppers; caesar salad; lettuce; cucumbers; onions; feta cheese; olives; cherry tomatoes; vinaigrette
dish_1565894910, 537.113037, 179.000000, 21.353001, 67.945007, 18.191000, pizza; cheese pizza; cookies
dish_1562873224, 261.856628, 436.000000, 24.702576, 16.689787, 27.196226, fish; pepper; chive; corn; jicama; green beans; parsley; olive oil; garlic; lime; salt; bok choy; nopales; arugula; sour cream; carrot
dish_1561654326, 59.792580, 46.000000, 3.205161, 7.079548, 1.472000, vinaigrette; granola; blackberries; mixed greens; raspberries
dish_1566246415, 11.200000, 40.000000, 0.160000, 2.120000, 0.880000, mixed greens
dish_1562963033, 356.387299, 316.000000, 33.375896, 22.311859, 33.670643, lemon juice; onions; salt; cilantro; garlic; pepper; quinoa; fish; tomatillo; roasted potatoes; olive oil; arugula; jalapenos
dish_1550873486, 144.720001, 36.000000, 11.880000, 0.468000, 9.000000, cheese
dish_1550796686, 31.199999, 60.000000, 0.120000, 8.400000, 0.180000, apple
dish_1562613403, 398.703369, 315.000000, 25.434467, 19.955114, 24.512461, vinegar; steak; squash; jalapenos; lemon juice; mustard greens; cilantro; pineapple; white rice; apple; kale; arugula; broccoli; olive oil; onions; goat cheese; garlic; salt; figs
dish_1551389387, 28.800001, 18.000000, 2.700000, 1.620000, 0.360000, avocado
dish_1551303644, 80.400002, 15.000000, 5.250000, 7.950000, 1.050000, potato chips
dish_1551390758, 58.860001, 27.000000, 0.783000, 12.150000, 1.620000, tortilla
dish_1551134053, 128.759995, 87.000000, 9.570000, 1.392000, 8.700000, scrambled eggs
dish_1551124322, 3.920000, 14.000000, 0.056000, 0.742000, 0.308000, mixed greens
dish_1551306647, 121.860001, 168.000000, 0.720000, 21.153999, 8.594000, bean(seed); cauliflower; mushroom
dish_1563391681, 154.317169, 143.000000, 16.664272, 5.759966, 16.284445, fish; blueberries; vinegar; arugula; chard; onions; pecans; olive oil; garlic; cilantro; salt; quinoa; pepper; tomatillo; jalapenos; lemon juice; mustard
dish_1559934645, 24.639999, 56.000000, 1.176000, 2.408000, 1.792000, caesar salad
dish_1563391708, 319.237152, 205.000000, 22.678272, 26.219967, 23.104446, lemon juice; pecans; onions; blueberries; jalapenos; pepper; fish; tomatillo; garlic; cilantro; salt; mustard; pizza; olive oil; arugula; vinegar; chard; quinoa
dish_1562615324, 258.315979, 136.000000, 15.319679, 13.705867, 16.498249, pineapple; garlic; roasted potatoes; onions; salt; lemon juice; kale; vinegar; jalapenos; steak; white rice; cilantro
dish_1550795423, 16.800001, 42.000000, 0.084000, 3.780000, 0.840000, bell peppers
dish_1565974375, 459.849976, 85.000000, 35.700001, 1.190000, 31.450001, bacon
dish_1563304261, 30.210915, 37.000000, 1.181061, 3.101745, 2.293849, kale; croutons; caesar dressing; parmesan cheese
dish_1560368506, 462.933777, 378.000000, 31.259737, 22.382402, 44.584641, brown rice; fish; shallots; honeydew melons; broccoli; lemon juice; parsley; pork; vinegar; cherry tomatoes; pepper; garlic; salt; country rice; basil; olive oil; onions; green onions
dish_1563823894, 368.341003, 400.000000, 20.783810, 18.219273, 30.525043, cucumbers; olive oil; turnips; tatsoi; parsley; salt; steak; wheat berry; pepper; lime; cauliflower; garlic; lemon juice; kale
dish_1563378660, 334.800018, 124.000000, 9.920000, 49.972000, 11.556801, cream cheese; bagels
dish_1558629644, 4.200000, 15.000000, 0.060000, 0.795000, 0.330000, mixed greens
dish_1550874640, 35.419998, 46.000000, 0.046000, 7.820000, 0.920000, potatoes
dish_1550861124, 237.369995, 336.000000, 0.945000, 60.200001, 2.877000, berries; pineapple; banana
dish_1559675178, 28.970001, 100.000000, 0.231000, 6.335000, 1.675000, carrot; cherry tomatoes; brussels sprouts
dish_1550789814, 106.599998, 82.000000, 0.246000, 22.960001, 2.214000, white rice
dish_1562611620, 199.845322, 76.000000, 9.791893, 17.088623, 11.093416, pineapple; white rice; jalapenos; steak; pepperoni pizza; vinegar; onions; lemon juice; kale; garlic; cilantro; salt
dish_1563205927, 160.269501, 181.000000, 3.733000, 15.642001, 14.367001, egg whites; yam; sweet potato; chicken apple sausage
dish_1562775510, 114.217117, 190.000000, 0.733756, 16.423389, 10.066643, olive oil; egg whites; salt; sweet potato; pepper; brussels sprouts
dish_1563378406, 556.263916, 189.000000, 26.568378, 66.957680, 12.408113, olive oil; biscuits; yam; bacon; sweet potato
dish_1562872914, 135.399673, 124.000000, 15.276352, 5.087451, 15.873218, jicama; sour cream; fish; arugula; pepper; corn; lime; garlic; carrot; chive; parsley; nopales; olive oil; salt
dish_1566331914, 589.501648, 481.000000, 24.885231, 47.358673, 46.926689, almonds; spinach (raw); arugula; pepper; salt; chicken; fried rice; garlic; raspberries; onions; brussels sprouts; blueberries; vinegar; chard; jalapenos; millet; bell peppers; carrot; tomatoes; mustard; olive oil
dish_1551236550, 445.798035, 178.000000, 14.124001, 48.341000, 29.990002, cheese; ham; bread
dish_1562096401, 366.863678, 352.000000, 15.268942, 11.065385, 44.562500, chicken thighs; lemon juice; mushroom; wine; green beans; quinoa; salt; garlic; spinach (cooked); shallots; olive oil; cucumbers; eggplant; squash
dish_1561578344, 144.255859, 86.000000, 6.570766, 15.913660, 5.528702, onions; cucumbers; cheese pizza; lettuce; olives; bell peppers; vinaigrette; cherry tomatoes; feta cheese
dish_1563566810, 392.292175, 331.000000, 18.451838, 51.255371, 9.994014, mustard; olive oil; cucumbers; cherry tomatoes; figs; salt; vinegar; wild rice; olives; wheat berry; chard; spinach (raw)
dish_1562085672, 122.084000, 46.000000, 1.932000, 19.458000, 6.210000, bread
dish_1565724196, 45.680000, 82.000000, 2.320000, 5.600000, 1.920000, olive oil; broccoli
dish_1565808998, 74.919998, 228.000000, 0.400000, 16.746000, 3.242000, cherry tomatoes; onions; bell peppers
dish_1551564480, 102.800003, 140.000000, 6.094000, 13.247999, 1.204000, carrot; orange; olives
dish_1561148042, 370.755463, 245.000000, 19.977800, 25.641567, 22.726137, raspberries; ground turkey; cream; green beans; celery; chard; garlic; zucchini; almonds; olive oil; carrot; thyme; kale; salt; white rice; eggs; blueberries; mustard; arugula; vinegar; mushroom; onions; cheese pizza; chive
dish_1566328831, 941.609985, 500.000000, 30.021000, 85.809998, 78.080002, pizza; cherry tomatoes; chicken; pineapple; olives
dish_1562873495, 140.106995, 152.000000, 5.601000, 16.172001, 7.504000, caesar salad; cheese pizza
dish_1562614895, 51.799999, 148.000000, 0.592000, 10.360000, 3.552000, broccoli
dish_1558461692, 231.240005, 40.000000, 19.799999, 9.080000, 8.960000, almonds
dish_1551222311, 155.820007, 136.000000, 1.929000, 32.470001, 4.608000, tortilla; cucumbers; carrot
dish_1565035715, 15.600000, 39.000000, 0.039000, 3.510000, 0.429000, onions
dish_1566590056, 815.647644, 519.000000, 34.712166, 63.927059, 62.926941, tomatoes; pepper; millet; vinegar; tofu; jalapenos; mustard; olive oil; bell peppers; cherry tomatoes; chicken; chard; spinach (raw); pizza; cucumbers; onions; garlic; salt; figs
dish_1568313487, 13.720000, 49.000000, 0.196000, 2.597000, 1.078000, mixed greens
dish_1568143612, 200.725418, 166.000000, 7.031407, 24.692970, 11.097661, caesar dressing; croutons; kale; cheese pizza; parmesan cheese; broccoli
dish_1563217736, 23.449999, 67.000000, 0.268000, 4.690000, 1.608000, broccoli
dish_1566590007, 740.762024, 457.000000, 29.233101, 57.950996, 61.798248, bell peppers; garlic; tomatoes; salt; onions; olive oil; pizza; pepper; tofu; jalapenos; spinach (raw); chicken; millet
dish_1558723847, 554.976013, 96.000000, 47.520000, 21.792000, 21.504002, almonds
dish_1558635400, 25.000000, 100.000000, 0.300000, 5.000000, 1.800000, cauliflower
dish_1566844850, 491.235168, 345.000000, 25.456135, 30.581730, 35.928123, cabbage; pepper; wheat berry; pork; mayonnaise; jalapenos; pepperoni pizza; parsley; olive oil; lemon juice; garlic; caesar salad; carrot; salt
dish_1550706037, 549.020020, 193.000000, 39.813000, 29.040001, 24.340000, potatoes; nuts; beef
dish_1560367733, 661.441162, 388.000000, 26.763107, 54.923664, 46.178318, vinegar; cherry tomatoes; white rice; croutons; garlic; broccoli; lemon juice; olive oil; pork; brown rice; pepper; potatoes; shallots; onions; basil; parsley; salt
dish_1568666032, 243.584183, 220.000000, 9.011760, 26.886663, 14.889456, tomatoes; pepper; millet; spinach (raw); kale; bell peppers; caesar salad; tatsoi; cheese pizza; chicken; olive oil; jalapenos; cucumbers; lemon juice; parsley; onions; garlic; salt
dish_1565021054, 263.749023, 144.000000, 13.847000, 25.220001, 11.447001, tofu; waffles
dish_1560357267, 566.840027, 383.000000, 42.130001, 6.128000, 38.299999, scrambled eggs
dish_1557937335, 47.158001, 38.000000, 0.076000, 11.172000, 0.608000, yam
dish_1561575327, 453.680054, 289.000000, 23.747952, 25.363405, 32.591888, olive oil; onions; roasted potatoes; bell peppers; salt; spinach (cooked); shallots; bok choy; millet; beef; vinegar
dish_1551566130, 360.958008, 206.000000, 24.142000, 18.605999, 17.746000, sausage; pineapple; orange
dish_1564686702, 307.944977, 130.000000, 12.545000, 36.750000, 11.960000, cheese pizza; olives
dish_1550710917, 16.000000, 40.000000, 0.080000, 3.600000, 0.800000, bell peppers
dish_1563827132, 240.020004, 302.000000, 8.043666, 32.756668, 11.456667, cheese pizza; broccoli; squash; caesar salad; zucchini; pineapple
dish_1551374463, 13.650000, 39.000000, 0.156000, 2.730000, 0.936000, broccoli
