,Age,Attrition,BusinessTravel,DailyRate,Department,Education,JobRole,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance
225,46,No,Non-Travel,501,T,e,c,0,4,M,51,4,3,4,Married,11322,11790,0,N,No,10,2,80,1
226,47,No,Non-Travel,497,R,e,s,4,4,F,51,4,3,2,Married,8780,11184,2,N,No,16,2,80,3
227,13,No,Non-Travel,497,T,e,c,4,4,M,50,4,2,3,Married,11746,9819,2,Y,Yes,15,2,80,2
228,40,Yes,Non-Travel,496,T,e,c,3,3,F,54,3,2,2,Married,9436,10299,2,Y,No,0,2,80,3
229,36,No,Non-Travel,498,R,e,s,3,4,F,51,4,2,4,Divorced,10125,10486,1,Y,Yes,10,3,80,1
230,38,No,Non-Travel,515,R,e,s,5,4,F,53,2,3,3,Divorced,9215,8453,4,Y,No,7,1,80,4
231,48,No,Non-Travel,500,S,a,l,4,4,M,49,3,1,2,Single,9390,9865,3,Y,No,11,2,80,3
232,57,No,Non-Travel,496,T,e,c,6,5,M,50,4,2,2,Married,10998,11906,3,Y,No,7,3,80,1
233,69,No,Non-Travel,499,R,e,s,5,2,M,49,2,3,5,Single,10068,11392,2,Y,Yes,9,1,80,4
234,31,No,Non-Travel,512,R,e,s,4,4,F,51,4,3,4,Married,8929,9497,3,Y,No,6,4,80,2
235,47,Yes,Non-Travel,510,R,e,s,7,3,F,46,2,2,3,Divorced,9507,8547,3,N,No,5,3,80,2
236,53,No,Non-Travel,486,S,a,l,6,2,F,50,2,2,5,Married,9673,10778,3,Y,Yes,4,1,80,1
237,44,No,Non-Travel,502,T,e,c,2,4,F,51,2,2,5,Married,11327,10993,0,Y,No,14,1,80,3
238,29,No,Non-Travel,494,R,e,s,5,4,M,45,4,2,5,Single,10861,10329,2,Y,No,11,4,80,3
239,47,No,Non-Travel,516,T,e,c,7,4,M,50,2,2,3,Married,9187,8113,1,Y,No,5,2,80,2
240,27,Yes,Non-Travel,491,T,e,c,2,4,F,51,3,1,5,Married,8606,8408,4,Y,Yes,14,4,80,4
241,30,Yes,Travel_Frequently,493,R,e,s,1,4,F,44,4,2,5,Single,9086,11166,3,Y,No,5,1,80,2
242,19,Yes,Non-Travel,505,R,e,s,5,4,M,52,5,2,5,Married,11892,7860,3,Y,Yes,7,2,80,3
243,37,Yes,Non-Travel,502,R,e,s,4,4,M,50,4,3,5,Divorced,8752,10482,3,Y,No,4,2,80,3
244,38,No,Non-Travel,484,R,e,s,9,4,F,46,2,3,5,Single,10706,10604,2,Y,Yes,7,2,80,1
245,46,No,Non-Travel,498,S,a,l,1,2,F,49,4,2,2,Married,9707,11896,1,Y,Yes,6,3,80,3
246,30,No,Non-Travel,489,S,a,l,6,4,F,51,3,1,5,Single,8361,8883,3,Y,No,4,4,80,3
247,31,No,Non-Travel,513,T,e,c,6,3,M,49,4,3,5,Divorced,11246,11065,1,N,No,8,4,80,1
248,37,Yes,Non-Travel,507,T,e,c,3,3,F,49,3,3,3,Married,8694,9328,5,Y,No,5,1,80,1
249,37,No,Non-Travel,500,S,a,l,5,3,M,49,2,2,2,Divorced,8628,9402,1,Y,No,9,1,80,2
250,55,No,Non-Travel,494,S,a,l,5,5,F,48,4,1,3,Married,9018,9956,3,Y,No,11,2,80,3
251,43,No,Travel_Frequently,488,S,a,l,4,4,M,52,5,1,3,Married,9307,12278,4,N,No,14,1,80,2
252,61,No,Non-Travel,499,R,e,s,5,2,F,50,4,1,5,Married,10634,8693,4,Y,No,7,3,80,3
253,49,No,Non-Travel,508,T,e,c,1,4,M,54,3,1,5,Single,10978,10710,5,Y,No,8,3,80,3
254,44,No,Non-Travel,496,T,e,c,10,3,F,49,3,3,2,Married,10558,9403,4,Y,No,10,3,80,3
255,24,No,Non-Travel,514,S,a,l,6,3,F,50,3,3,5,Single,9307,9873,4,Y,Yes,13,2,80,2
256,43,No,Non-Travel,484,R,e,s,4,4,F,51,4,1,2,Divorced,10916,9618,2,Y,No,10,3,80,3
257,61,Yes,Non-Travel,503,S,a,l,3,3,F,51,4,3,5,Married,9448,7530,3,Y,No,7,2,80,3
258,38,No,Non-Travel,486,T,e,c,4,5,F,50,3,3,5,Divorced,9108,10246,3,Y,No,2,3,80,2
259,48,No,Non-Travel,515,T,e,c,5,3,M,54,4,2,3,Married,10149,10038,2,Y,No,11,1,80,1
260,23,Yes,Non-Travel,504,S,a,l,4,2,F,50,2,1,3,Divorced,10421,11241,2,Y,No,3,1,80,3
261,36,No,Travel_Rarely,495,S,a,l,5,5,F,50,4,3,5,Divorced,9436,11598,3,Y,Yes,14,3,80,4
262,53,No,Travel_Frequently,492,S,a,l,4,4,M,50,3,1,4,Married,8099,11082,3,Y,Yes,7,1,80,4
263,42,No,Non-Travel,507,S,a,l,4,4,F,52,4,2,2,Single,9790,10262,2,Y,Yes,22,2,80,1
264,41,No,Non-Travel,504,R,e,s,4,3,F,48,2,1,4,Married,10395,10736,2,Y,Yes,5,2,80,1
265,35,No,Non-Travel,492,R,e,s,5,3,F,50,4,2,5,Married,10900,9785,3,Y,No,13,4,80,2
266,36,No,Non-Travel,490,S,a,l,6,3,M,51,3,1,2,Married,10248,10430,3,N,No,6,2,80,3
267,35,No,Travel_Rarely,492,R,e,s,5,3,M,47,5,1,5,Married,10164,10252,2,Y,Yes,8,2,80,3
268,44,No,Non-Travel,492,R,e,s,8,4,F,50,4,3,5,Married,10746,10507,0,Y,No,15,2,80,2
269,29,No,Non-Travel,471,R,e,s,4,4,F,52,3,3,2,Married,8802,11124,3,Y,Yes,20,4,80,3
270,40,No,Non-Travel,481,S,a,l,4,4,M,48,5,3,5,Single,9321,8858,2,Y,Yes,11,1,80,4
271,28,No,Travel_Rarely,494,R,e,s,3,4,F,48,2,3,5,Single,10601,9266,2,Y,No,8,3,80,2
272,66,No,Travel_Frequently,496,T,e,c,5,5,M,54,4,1,4,Married,9997,10616,2,Y,No,18,1,80,4
273,37,No,Non-Travel,491,S,a,l,8,2,F,52,3,1,4,Married,9994,11959,4,Y,No,4,3,80,2
274,36,No,Non-Travel,509,T,e,c,4,2,M,51,3,1,5,Single,8964,9240,3,Y,Yes,8,2,80,3
275,43,No,Non-Travel,500,R,e,s,5,4,F,50,4,3,4,Married,8988,8870,4,Y,No,11,1,80,2
276,52,No,Travel_Frequently,497,S,a,l,8,3,F,49,3,2,4,Divorced,8993,11376,2,Y,No,8,2,80,1
277,41,No,Travel_Rarely,503,T,e,c,2,3,F,47,3,3,4,Single,8090,10501,2,Y,Yes,0,2,80,3
278,32,No,Non-Travel,499,T,e,c,6,4,M,49,3,3,4,Married,10884,9273,3,N,Yes,13,2,80,3
279,40,No,Non-Travel,493,S,a,l,4,4,F,51,4,3,4,Married,9126,11060,3,Y,Yes,4,2,80,2
280,44,No,Non-Travel,504,T,e,c,7,4,M,48,4,1,5,Married,7753,7956,2,Y,No,15,3,80,1
281,25,Yes,Non-Travel,521,R,e,s,6,4,F,48,4,3,2,Single,8843,10633,3,Y,No,13,4,80,1
282,30,No,Non-Travel,511,T,e,c,4,2,F,49,4,1,5,Married,7981,10214,1,Y,No,8,2,80,3
283,35,Yes,Non-Travel,502,T,e,c,0,2,M,51,5,3,5,Married,7490,11624,3,Y,No,2,1,80,1
284,51,No,Non-Travel,503,S,a,l,5,3,M,49,4,2,3,Married,9290,11781,2,Y,Yes,5,2,80,2
285,54,No,Non-Travel,497,T,e,c,7,3,F,50,3,3,4,Married,9837,10285,2,Y,Yes,11,2,80,3
286,35,No,Non-Travel,500,R,e,s,3,3,F,50,5,3,2,Married,9939,10077,2,Y,No,9,2,80,1
287,54,No,Non-Travel,507,R,e,s,4,2,M,50,3,1,5,Married,9831,9369,2,Y,No,13,1,80,1
288,55,No,Non-Travel,500,R,e,s,2,4,M,49,3,2,5,Married,9868,9185,2,Y,No,11,3,80,4
289,35,No,Non-Travel,505,T,e,c,5,2,F,49,3,1,4,Divorced,9734,10223,2,Y,No,12,3,80,3
290,49,No,Non-Travel,503,R,e,s,7,2,F,47,3,1,4,Single,11943,10772,1,Y,No,9,2,80,2
291,57,Yes,Non-Travel,491,S,a,l,8,5,M,47,2,1,4,Married,11533,11400,5,Y,No,13,2,80,3
292,47,No,Non-Travel,510,S,a,l,4,2,F,49,2,3,3,Married,11080,9066,4,Y,No,9,2,80,3
293,43,No,Non-Travel,491,R,e,s,4,2,F,52,3,3,3,Married,9911,10488,2,Y,No,3,2,80,3
294,43,No,Non-Travel,502,S,a,l,5,3,M,50,2,3,3,Married,11635,11663,3,Y,Yes,12,3,80,2
295,43,No,Non-Travel,494,T,e,c,5,4,F,50,4,3,3,Married,10377,9273,2,Y,Yes,1,1,80,1
296,41,No,Non-Travel,499,T,e,c,4,3,F,48,4,3,2,Married,10424,8975,3,Y,No,3,1,80,4
297,20,No,Non-Travel,497,R,e,s,4,3,F,49,2,3,4,Married,9514,9553,2,Y,Yes,1,2,80,4
298,24,No,Non-Travel,491,T,e,c,6,4,M,48,3,2,4,Married,10513,9126,4,Y,No,15,2,80,1
299,45,No,Non-Travel,490,R,e,s,5,4,F,48,2,3,4,Married,9358,10493,0,Y,No,6,3,80,4
300,31,No,Travel_Rarely,487,T,e,c,8,2,F,48,4,1,3,Married,9491,10018,3,Y,No,14,2,80,2
301,36,No,Travel_Frequently,517,T,e,c,4,3,F,50,4,3,4,Divorced,9957,10777,3,Y,No,8,3,80,2
302,58,No,Travel_Rarely,508,R,e,s,3,5,M,51,3,3,4,Married,11386,8935,2,Y,No,6,2,80,3
303,56,No,Non-Travel,505,T,e,c,4,5,M,49,5,2,4,Single,10651,11674,2,Y,Yes,11,2,80,2
304,49,Yes,Non-Travel,497,T,e,c,3,2,F,51,2,3,5,Married,10058,9604,2,Y,No,7,3,80,1
305,37,No,Non-Travel,484,T,e,c,2,3,F,51,3,2,2,Single,11020,7132,2,Y,No,6,1,80,2
306,19,Yes,Non-Travel,497,S,a,l,5,5,F,48,5,2,5,Single,10856,9419,2,Y,No,20,2,80,3
307,40,No,Travel_Rarely,508,T,e,c,5,4,F,49,4,3,5,Married,10935,11338,5,Y,No,11,3,80,3
308,47,No,Non-Travel,513,S,a,l,5,2,F,51,5,3,3,Divorced,9498,11225,2,Y,No,3,2,80,2
309,48,No,Non-Travel,513,T,e,c,5,4,M,52,2,1,4,Married,9486,10156,3,Y,No,19,4,80,3
310,38,No,Non-Travel,511,S,a,l,2,2,F,48,2,3,5,Married,11109,9340,4,Y,Yes,10,1,80,3
311,36,Yes,Non-Travel,500,S,a,l,4,4,F,50,3,3,3,Married,11129,9671,2,Y,Yes,13,3,80,3
312,47,No,Non-Travel,505,T,e,c,8,4,M,53,2,2,3,Single,10504,9961,1,Y,No,6,3,80,2
313,41,No,Non-Travel,502,R,e,s,4,4,M,53,5,1,5,Single,11447,10359,2,Y,No,11,1,80,1
314,42,Yes,Travel_Frequently,496,T,e,c,3,3,F,51,3,1,5,Married,8060,11882,2,Y,Yes,17,3,80,2
315,36,No,Non-Travel,497,R,e,s,2,3,F,47,4,3,5,Married,10955,11657,3,Y,Yes,9,1,80,2
316,49,No,Non-Travel,507,R,e,s,3,4,F,50,2,3,2,Single,10437,9962,3,Y,No,6,3,80,3
317,38,No,Non-Travel,492,T,e,c,3,4,M,48,3,3,3,Divorced,10877,9695,2,Y,No,6,3,80,3
318,35,No,Non-Travel,510,S,a,l,5,4,M,50,2,1,4,Married,10831,10840,2,Y,No,11,2,80,3
319,42,No,Non-Travel,511,T,e,c,6,4,M,51,5,3,5,Married,8901,10091,2,Y,No,1,1,80,4
320,33,No,Non-Travel,502,S,a,l,6,3,M,49,4,2,3,Married,9991,9750,2,Y,No,14,3,80,2
321,51,No,Travel_Frequently,507,T,e,c,3,3,M,47,4,3,2,Divorced,11006,9594,4,Y,Yes,12,3,80,3
322,59,Yes,Non-Travel,507,S,a,l,6,4,F,49,5,3,5,Married,11896,10671,3,Y,No,0,1,80,3
323,34,Yes,Non-Travel,501,S,a,l,6,2,M,49,4,2,4,Married,9597,10457,1,Y,No,6,3,80,1
324,46,Yes,Non-Travel,504,T,e,c,5,4,M,50,3,3,3,Single,8295,10082,4,Y,Yes,5,2,80,3
325,36,No,Travel_Frequently,509,T,e,c,6,4,F,48,4,1,2,Single,9455,9402,1,Y,No,10,1,80,1
326,45,No,Non-Travel,495,S,a,l,1,3,F,49,2,1,4,Divorced,11621,10588,1,Y,No,6,3,80,2
327,28,No,Non-Travel,514,S,a,l,5,4,F,50,3,1,5,Married,9126,8876,1,Y,No,5,3,80,4
328,50,No,Non-Travel,494,T,e,c,2,5,F,48,4,2,4,Divorced,10378,10275,3,Y,No,3,3,80,2
329,44,No,Non-Travel,496,R,e,s,4,5,M,45,4,3,3,Married,10790,9548,3,Y,No,3,2,80,2
330,38,No,Non-Travel,495,R,e,s,3,4,F,53,3,1,5,Married,11600,11255,3,Y,Yes,14,2,80,3
331,37,No,Non-Travel,474,R,e,s,3,2,M,51,4,3,3,Married,10360,10694,2,Y,No,17,3,80,3
332,47,No,Non-Travel,495,R,e,s,4,3,M,49,3,3,5,Divorced,10706,10592,3,Y,No,10,2,80,2
333,54,No,Travel_Frequently,489,R,e,s,5,3,F,50,4,2,4,Married,12763,9432,3,Y,Yes,8,1,80,2
334,38,No,Non-Travel,489,T,e,c,2,4,F,46,4,2,5,Married,10575,10443,3,Y,No,11,2,80,3
335,23,No,Non-Travel,490,T,e,c,3,2,F,49,2,3,3,Divorced,10826,10986,1,Y,Yes,13,3,80,3
336,27,No,Travel_Rarely,503,S,a,l,4,2,F,51,4,1,5,Single,9833,10147,3,Y,No,6,3,80,3
337,66,No,Non-Travel,512,R,e,s,1,4,M,45,4,1,4,Married,9292,9130,2,Y,Yes,8,2,80,1
338,53,No,Travel_Frequently,512,R,e,s,3,2,M,49,5,2,2,Single,8385,8527,1,Y,No,14,2,80,2
339,28,No,Non-Travel,496,S,a,l,0,2,F,53,4,1,3,Single,10275,12323,1,Y,No,13,3,80,1
340,36,No,Non-Travel,513,T,e,c,4,4,F,49,3,1,4,Divorced,9532,10289,3,Y,No,2,4,80,4
341,43,No,Travel_Frequently,497,R,e,s,5,3,M,52,4,3,4,Married,9602,10903,5,Y,No,16,2,80,1
342,55,No,Non-Travel,504,T,e,c,4,3,F,52,4,3,5,Single,10795,10825,2,Y,No,1,1,80,3
343,52,No,Non-Travel,506,R,e,s,4,4,F,50,3,2,5,Married,10082,9929,4,Y,No,11,3,80,3
344,36,No,Non-Travel,492,S,a,l,10,3,F,51,4,1,2,Married,8496,10124,4,Y,Yes,20,3,80,2
345,39,No,Non-Travel,489,T,e,c,2,4,M,48,4,3,3,Divorced,11108,10021,2,Y,No,1,1,80,3
346,59,No,Non-Travel,491,S,a,l,3,3,F,51,3,3,4,Married,9152,8870,4,Y,No,2,3,80,2
347,51,No,Non-Travel,493,T,e,c,5,5,M,51,4,3,3,Divorced,10183,8623,2,Y,Yes,16,1,80,4
348,38,No,Travel_Frequently,514,S,a,l,1,4,M,50,3,1,4,Married,11112,9056,3,Y,No,3,2,80,1
349,42,No,Non-Travel,508,R,e,s,2,4,F,51,3,3,5,Married,9422,8590,4,Y,No,7,3,80,2
350,18,No,Non-Travel,517,S,a,l,6,4,M,51,3,3,4,Married,11074,9929,1,Y,No,4,2,80,4
351,51,No,Non-Travel,505,T,e,c,7,4,M,51,4,1,3,Married,10438,10556,2,N,Yes,7,3,80,2
352,49,No,Non-Travel,493,R,e,s,6,4,F,53,3,2,5,Married,10344,10580,2,Y,Yes,7,2,80,1
353,31,Yes,Travel_Frequently,505,R,e,s,3,5,F,46,4,2,3,Divorced,10997,9187,4,Y,No,9,3,80,2
354,32,No,Travel_Frequently,490,R,e,s,4,3,F,50,2,2,5,Single,10557,9515,1,Y,No,7,3,80,3
355,33,No,Non-Travel,499,R,e,s,3,3,F,46,4,3,5,Married,9933,10276,2,Y,No,13,2,80,3
356,39,No,Non-Travel,508,T,e,c,3,4,F,50,2,1,5,Divorced,10307,9599,2,Y,No,9,3,80,3
357,36,No,Travel_Rarely,484,S,a,l,4,3,F,52,4,1,3,Married,12394,11201,3,Y,No,17,3,80,2
358,33,No,Non-Travel,497,R,e,s,7,4,F,49,4,3,5,Divorced,9623,11294,2,Y,No,23,3,80,4
359,43,No,Non-Travel,511,T,e,c,3,2,F,48,3,3,4,Married,9996,12308,2,N,No,7,2,80,4
360,49,Yes,Non-Travel,496,T,e,c,6,3,F,49,5,3,4,Married,8954,10060,3,Y,No,13,3,80,3
361,28,No,Non-Travel,492,T,e,c,4,4,M,49,4,3,3,Married,8622,9508,2,Y,No,9,3,80,4
362,41,No,Non-Travel,486,R,e,s,6,4,M,50,3,3,5,Married,11921,11308,4,Y,No,19,1,80,3
363,32,No,Non-Travel,493,T,e,c,2,4,M,52,3,3,2,Married,9522,9392,3,Y,No,12,3,80,2
364,56,No,Non-Travel,499,R,e,s,2,3,F,48,4,1,5,Married,8974,10932,4,Y,No,12,1,80,2
365,31,No,Non-Travel,494,T,e,c,3,3,F,49,5,2,5,Divorced,8735,10361,3,Y,No,11,2,80,4
366,24,No,Non-Travel,488,S,a,l,3,4,F,50,3,2,3,Single,9192,10461,2,Y,No,7,4,80,4
367,20,No,Travel_Frequently,497,S,a,l,3,2,F,48,3,3,4,Single,11135,8238,0,Y,No,11,2,80,3
368,61,No,Non-Travel,488,R,e,s,5,4,F,49,4,3,5,Married,9183,11064,1,Y,No,11,2,80,3
369,48,No,Non-Travel,510,R,e,s,7,4,F,47,2,1,4,Married,9284,8922,1,Y,No,10,1,80,3
370,32,No,Non-Travel,507,R,e,s,4,4,M,48,3,3,5,Single,9495,10273,3,Y,No,9,2,80,3
371,48,Yes,Non-Travel,503,R,e,s,2,4,F,48,5,1,2,Single,9414,11016,1,Y,No,5,1,80,4
372,43,No,Travel_Frequently,512,S,a,l,2,2,M,50,2,1,2,Married,7689,10600,2,Y,No,1,3,80,1
373,56,No,Non-Travel,496,S,a,l,5,3,F,46,2,2,2,Married,10066,10022,2,Y,No,12,3,80,2
374,40,Yes,Travel_Rarely,501,T,e,c,8,3,M,45,4,2,5,Married,10420,10670,1,Y,No,6,4,80,1
375,39,No,Non-Travel,490,S,a,l,2,3,F,53,4,2,5,Married,10901,10062,0,Y,No,0,3,80,2
376,39,Yes,Non-Travel,503,S,a,l,2,3,F,48,2,3,5,Married,9570,9058,1,Y,No,11,1,80,4
377,40,No,Non-Travel,510,S,a,l,1,4,F,49,2,1,5,Married,9087,9941,5,Y,No,16,3,80,3
378,42,Yes,Non-Travel,496,T,e,c,2,2,F,48,2,2,5,Single,10989,10927,1,Y,Yes,14,3,80,2
379,28,No,Non-Travel,505,R,e,s,9,4,M,50,4,3,4,Single,7361,9354,3,Y,No,11,3,80,3
380,42,No,Non-Travel,509,R,e,s,2,2,F,47,4,3,4,Married,10464,8939,3,Y,No,15,1,80,3
381,53,Yes,Non-Travel,497,T,e,c,5,4,F,52,5,1,2,Single,9759,9459,2,Y,No,13,2,80,3
382,45,Yes,Non-Travel,489,T,e,c,4,3,M,51,4,2,5,Married,10046,10817,0,Y,No,7,2,80,3
383,46,No,Non-Travel,488,R,e,s,2,4,M,52,2,3,2,Married,9998,11365,3,Y,Yes,10,1,80,2
384,26,No,Non-Travel,502,S,a,l,2,3,F,50,4,1,4,Divorced,10045,12263,4,Y,Yes,13,1,80,1
385,45,No,Travel_Rarely,492,S,a,l,4,2,F,50,3,2,4,Single,11431,8953,1,Y,Yes,6,3,80,4
386,41,No,Non-Travel,515,R,e,s,4,4,F,47,4,3,5,Married,11427,9163,5,Y,Yes,17,2,80,3
387,29,No,Non-Travel,475,S,a,l,4,4,M,49,4,1,5,Married,9616,9007,3,Y,Yes,1,1,80,3
388,22,Yes,Non-Travel,497,R,e,s,4,3,F,49,4,1,5,Married,10514,7510,2,Y,Yes,13,1,80,3
389,37,No,Travel_Rarely,504,S,a,l,5,2,M,49,3,1,4,Divorced,12752,9308,3,N,Yes,11,3,80,3
390,26,No,Non-Travel,489,S,a,l,6,3,F,47,4,1,4,Married,10259,9300,2,Y,Yes,9,3,80,4
391,36,No,Non-Travel,514,T,e,c,2,3,F,48,3,3,4,Married,9321,10695,2,Y,No,14,2,80,1
392,43,No,Non-Travel,502,T,e,c,6,3,F,48,3,2,5,Single,9801,10252,2,Y,Yes,12,3,80,3
393,30,No,Non-Travel,485,S,a,l,6,4,M,50,2,1,4,Married,10355,8758,0,Y,No,15,4,80,2
394,34,No,Non-Travel,516,S,a,l,2,3,F,54,5,2,4,Divorced,9868,9716,5,Y,Yes,9,1,80,2
395,55,No,Non-Travel,523,T,e,c,3,3,M,51,3,1,2,Married,8268,11312,2,Y,Yes,8,3,80,2
396,44,No,Non-Travel,503,T,e,c,3,4,F,46,4,3,4,Divorced,9205,11455,2,Y,No,5,3,80,2
397,28,No,Non-Travel,497,S,a,l,7,2,F,50,4,3,5,Divorced,10766,12189,2,Y,Yes,15,3,80,2
398,40,No,Travel_Rarely,497,S,a,l,4,5,F,50,5,2,3,Married,10575,9757,1,Y,No,6,4,80,3
399,47,No,Non-Travel,506,S,a,l,5,5,M,50,3,3,4,Married,9695,12482,4,Y,No,9,2,80,1
400,43,No,Travel_Frequently,515,R,e,s,6,4,F,49,2,1,2,Single,9804,11367,3,Y,No,9,3,80,3
401,39,Yes,Non-Travel,517,S,a,l,3,4,M,45,4,3,2,Single,10064,10739,1,Y,No,11,3,80,3
402,53,Yes,Travel_Rarely,500,T,e,c,5,4,M,47,5,3,5,Divorced,8632,8662,3,Y,Yes,11,4,80,1
403,46,No,Non-Travel,493,S,a,l,7,4,F,52,4,3,4,Single,10532,12666,3,Y,No,3,4,80,1
404,48,No,Non-Travel,503,S,a,l,3,2,M,46,2,2,2,Married,9335,10642,2,Y,Yes,11,1,80,1
405,39,Yes,Travel_Frequently,517,R,e,s,6,3,F,44,4,3,3,Single,11494,8722,1,Y,No,15,2,80,1
406,49,No,Non-Travel,496,R,e,s,5,2,F,48,3,3,5,Married,8664,10066,3,Y,No,8,2,80,2
407,42,No,Non-Travel,500,R,e,s,6,3,F,53,4,1,5,Single,11703,9932,2,Y,No,4,3,80,2
408,39,Yes,Non-Travel,516,S,a,l,1,3,M,46,4,1,4,Married,10073,10137,5,Y,No,14,2,80,2
409,37,No,Non-Travel,507,S,a,l,7,2,F,51,2,1,2,Married,8915,9952,3,Y,No,10,1,80,1
410,37,No,Travel_Frequently,508,S,a,l,4,3,F,50,5,1,3,Married,10665,9322,3,Y,Yes,9,2,80,1
411,49,No,Non-Travel,500,T,e,c,6,4,F,50,4,2,4,Divorced,10078,10131,2,Y,No,11,3,80,1
412,34,No,Non-Travel,498,S,a,l,5,4,M,51,4,2,3,Married,9354,11123,2,Y,Yes,1,3,80,3
413,45,No,Non-Travel,499,R,e,s,6,4,F,52,4,2,3,Divorced,9495,9395,4,Y,No,5,4,80,3
414,27,No,Travel_Rarely,515,T,e,c,4,3,F,49,2,1,5,Married,10771,10107,3,Y,No,8,3,80,3
415,36,No,Non-Travel,511,T,e,c,4,2,F,50,3,2,4,Married,11120,9447,2,Y,No,18,2,80,3
416,48,No,Non-Travel,490,R,e,s,8,4,F,46,4,1,4,Married,11093,11762,3,Y,No,12,3,80,1
417,42,No,Non-Travel,506,S,a,l,7,3,F,50,3,1,4,Single,11221,11487,2,N,No,12,2,40,3
418,23,No,Non-Travel,496,R,e,s,1,3,F,48,3,3,4,Divorced,8742,9128,3,Y,No,17,3,80,2
419,50,No,Non-Travel,500,R,e,s,5,3,F,52,5,3,4,Married,8688,10320,1,Y,No,16,2,80,1
420,46,No,Non-Travel,490,R,e,s,4,3,F,49,4,1,5,Single,8742,8656,1,Y,No,17,3,80,3
421,50,No,Travel_Frequently,496,T,e,c,6,4,F,48,2,3,3,Married,9379,9412,0,N,No,14,2,80,3
422,25,No,Non-Travel,506,S,a,l,4,5,M,47,3,1,5,Married,10353,11050,2,Y,No,10,2,80,1
423,36,No,Non-Travel,515,S,a,l,3,3,M,49,3,2,3,Married,9000,9627,3,Y,No,5,2,80,4
424,56,No,Non-Travel,507,S,a,l,4,3,F,50,3,2,5,Married,11270,9875,2,Y,Yes,6,3,80,3
425,44,No,Travel_Rarely,507,T,e,c,7,4,F,49,2,2,5,Married,11560,10176,3,Y,Yes,8,1,80,1
426,40,No,Non-Travel,501,T,e,c,1,4,M,51,5,3,4,Married,9978,9554,0,Y,No,7,2,80,2
427,41,Yes,Non-Travel,501,S,a,l,5,2,F,47,2,3,5,Divorced,11359,10236,3,Y,No,12,1,80,3
428,28,No,Non-Travel,506,T,e,c,4,5,F,48,4,3,5,Married,8308,11932,3,Y,No,5,1,80,1
429,60,No,Travel_Frequently,491,S,a,l,2,3,M,55,3,3,4,Single,11192,9229,2,Y,No,5,4,80,2
430,55,No,Non-Travel,496,T,e,c,5,2,F,51,4,3,3,Married,10247,10552,3,Y,No,14,2,80,3
431,23,No,Travel_Rarely,516,T,e,c,3,2,F,48,4,2,3,Divorced,10029,9831,1,Y,No,3,1,80,1
432,49,No,Travel_Rarely,505,R,e,s,11,2,F,46,2,2,3,Married,10129,9383,3,Y,No,12,3,80,3
433,47,Yes,Non-Travel,506,R,e,s,4,2,F,47,2,3,5,Married,10918,8780,3,Y,Yes,4,2,80,4
434,65,No,Travel_Frequently,499,S,a,l,4,2,F,49,2,1,4,Married,9163,10410,3,Y,No,3,2,80,3
435,39,No,Non-Travel,499,S,a,l,4,3,M,49,4,2,4,Married,10724,9388,4,Y,No,5,2,80,3
436,42,No,Non-Travel,516,T,e,c,8,3,F,45,2,3,4,Married,11316,8773,3,Y,No,8,4,80,4
437,21,No,Non-Travel,499,T,e,c,5,4,F,50,3,1,2,Single,9683,10172,2,Y,No,10,1,80,3
438,39,No,Non-Travel,494,R,e,s,3,4,F,50,3,1,4,Married,10451,7917,3,Y,No,9,2,80,2
439,35,No,Non-Travel,518,R,e,s,2,3,F,49,4,3,2,Married,10581,10443,2,N,No,5,2,80,1
440,33,Yes,Non-Travel,498,S,a,l,6,4,F,49,4,1,4,Married,9773,8034,2,Y,No,7,4,80,1
441,46,No,Non-Travel,482,S,a,l,5,3,F,55,2,3,5,Married,8298,11172,2,Y,No,12,2,80,2
442,46,No,Non-Travel,492,T,e,c,5,3,F,47,4,3,5,Married,8845,7548,1,Y,No,9,4,80,1
443,39,No,Non-Travel,498,S,a,l,0,4,M,49,3,1,2,Divorced,11834,9182,4,Y,Yes,4,1,80,1
444,35,No,Non-Travel,494,R,e,s,3,4,F,51,4,2,3,Married,9719,12031,4,Y,Yes,4,2,80,3
445,62,No,Non-Travel,501,T,e,c,2,3,F,48,3,2,5,Divorced,8662,10776,4,Y,No,8,3,80,1
446,44,Yes,Non-Travel,503,T,e,c,6,4,M,48,4,2,2,Divorced,10055,9959,1,Y,Yes,11,2,80,4
447,38,No,Non-Travel,509,S,a,l,6,4,M,52,3,3,5,Married,9938,10210,1,Y,No,12,2,80,3
448,43,No,Non-Travel,492,S,a,l,5,4,F,51,5,3,5,Divorced,10354,10949,2,Y,Yes,2,1,80,3
449,28,Yes,Non-Travel,501,R,e,s,6,3,M,48,5,1,3,Single,11552,10676,2,Y,No,8,4,80,4
450,49,Yes,Non-Travel,498,R,e,s,4,4,F,48,4,2,5,Married,11679,9918,5,Y,Yes,9,3,80,1
451,34,No,Travel_Frequently,499,T,e,c,5,5,M,49,4,3,4,Married,10767,9730,3,Y,No,11,2,80,2
452,35,No,Travel_Rarely,482,R,e,s,6,3,M,48,2,1,5,Married,11447,9716,4,Y,No,8,2,80,3
