,title,price,url
212,How Can You Or Sell The Earth Letter of Indian Chief Seattle Picture,$30,https://topeka.craigslist.org/for/d/topeka-how-can-you-or-sell-the-earth/7661200868.html
213,Ace Stainless Steel 4-Pin Cylinder Shrouded Padlock,$8,https://topeka.craigslist.org/for/d/topeka-ace-stainless-steel-pin-cylinder/7650735709.html
214,Columbian patternless rainbow boa,$350,https://topeka.craigslist.org/for/d/topeka-columbian-patternless-rainbow-boa/7661101921.html
215,"Pancake Holsters Magnolia Ark, 2.5 Medium Revolver Rev Gun Holster",$30,https://topeka.craigslist.org/for/d/topeka-pancake-holsters-magnolia-ark-25/7661057111.html
216,ð¡ð¡ð¡ð¡ð¡ Custom Built Tiny Home for Saleð¡ð¡ð¡ð¡ð,$1,https://topeka.craigslist.org/fod/d/custom-built-tiny-home-for-sale/7661029008.html
217,Western books,$0,https://topeka.craigslist.org/for/d/topeka-western-books/7652807735.html
218,Yard art - musical frogs,$20,https://topeka.craigslist.org/for/d/topeka-yard-art-musical-frogs/7655394721.html
219,Heavy metal plated table top. no legs. 30obo,$30,https://topeka.craigslist.org/for/d/topeka-heavy-metal-plated-table-top-no/7660485713.html
220,3/4 HP Baldor Electric Motor,$80,https://topeka.craigslist.org/for/d/eskridge-4-hp-baldor-electric-motor/7660427945.html
221,Table top electric smoker,$75,https://topeka.craigslist.org/for/d/tecumseh-table-top-electric-smoker/7660381863.html
222,Sit to stand lift,$600,https://topeka.craigslist.org/for/d/topeka-sit-to-stand-lift/7660322292.html
223,Storage Shipping Containers For Sale! CALL US TODAY!,$0,https://topeka.craigslist.org/fod/d/topeka-storage-shipping-containers-for/7660212289.html
224,Firewood,$150,https://topeka.craigslist.org/for/d/blue-springs-firewood/7660200477.html
225,LIGHTED COORS LIGHT SIGN,$150,https://topeka.craigslist.org/for/d/topeka-lighted-coors-light-sign/7651489407.html
226,ICE CREAM PARLOR SET,$100,https://topeka.craigslist.org/for/d/topeka-ice-cream-parlor-set/7653716965.html
227,Jenn-Air. Grill,$60,https://topeka.craigslist.org/for/d/topeka-jenn-air-grill/7659841792.html
228,new 30 gallon electric water heater shortly,$300,https://topeka.craigslist.org/for/d/berryton-new-30-gallon-electric-water/7654141176.html
229,Wire welder with cart,$150,https://topeka.craigslist.org/for/d/highland-wire-welder-with-cart/7651298543.html
230,Closet doors,$25,https://topeka.craigslist.org/for/d/denison-closet-doors/7659309737.html
231,"Dyna-Glo Black 10,000 BTUs Indoor Kerosene Radiant Heater RMC-55R7B",$120,https://topeka.craigslist.org/for/d/topeka-dyna-glo-black-btus-indoor/7659144955.html
232,Car audio,$500,https://topeka.craigslist.org/for/d/topeka-car-audio/7658835868.html
233,Aquarium with base and two filters,$100,https://topeka.craigslist.org/for/d/topeka-aquarium-with-base-and-two/7658835234.html
234,"Corny kegs, ball lock",$45,https://topeka.craigslist.org/for/d/saint-marys-corny-kegs-ball-lock/7658210057.html
235,Carpet new,$1,https://topeka.craigslist.org/for/d/topeka-carpet-new/7658180108.html
236,New Batch of Lawn Mowers for Sale,$0,https://topeka.craigslist.org/for/d/topeka-new-batch-of-lawn-mowers-for-sale/7655800978.html
237,MISC light switches and electrical outlets ($300+ value),$80,https://topeka.craigslist.org/for/d/dover-misc-light-switches-and/7657649122.html
238,DeWalt jump box 1400 amp/120psi compressor/work light,$100,https://topeka.craigslist.org/for/d/topeka-dewalt-jump-box-1400-amp-120psi/7657621590.html
239,Cement Color Tint (12 bottles),$50,https://topeka.craigslist.org/for/d/topeka-cement-color-tint-12-bottles/7652538166.html
240,Camper Vent Replacement Cover,$10,https://topeka.craigslist.org/for/d/topeka-camper-vent-replacement-cover/7652540907.html
241,55 gallon fish tank  with fish,$0,https://topeka.craigslist.org/for/d/scranton-55-gallon-fish-tank-with-fish/7657439841.html
242,Freestanding Toilet  Rails,$30,https://topeka.craigslist.org/for/d/topeka-freestanding-toilet-rails/7646980682.html
243,Moving Sale 66614,$0,https://topeka.craigslist.org/for/d/topeka-moving-sale-66614/7656426791.html
244,Fujifilm Finepix XP75 - $70 OBO,$70,https://topeka.craigslist.org/for/d/topeka-fujifilm-finepix-xp-obo/7647553871.html
245,Frigidaire Dehumidifier Large Size,$85,https://topeka.craigslist.org/for/d/topeka-frigidaire-dehumidifier-large/7656959498.html
246,Beautiful older motor home,"$26,500",https://topeka.craigslist.org/for/d/melvern-beautiful-older-motor-home/7656900806.html
247,Ladders 6ft 8ft 16ft 20ft 24ft 28ft,$0,https://topeka.craigslist.org/for/d/topeka-ladders-6ft-8ft-16ft-20ft-24ft/7656864780.html
248,225/45/17 kumho tires,$60,https://topeka.craigslist.org/for/d/topeka-kumho-tires/7656813673.html
249,Cat's Meow Village,$60,https://topeka.craigslist.org/for/d/tecumseh-cats-meow-village/7656738447.html
250,Weber Gas Grill,$200,https://topeka.craigslist.org/for/d/topeka-weber-gas-grill/7656665285.html
251,Ashley Fireplace Wood Insert,"$1,000",https://topeka.craigslist.org/for/d/topeka-ashley-fireplace-wood-insert/7656583165.html
252,CNC Wood Router - KL733,"$3,600",https://topeka.craigslist.org/for/d/topeka-cnc-wood-router-kl733/7656580432.html
253,ac line line kits 50 foot 175.00 each,$175,https://topeka.craigslist.org/for/d/berryton-ac-line-line-kits-50-foot-each/7654666453.html
254,Hot Water Circ. Electric Motor,$80,https://topeka.craigslist.org/for/d/eskridge-hot-water-circ-electric-motor/7656430256.html
255,Oil Burner Electric Motor,$50,https://topeka.craigslist.org/for/d/eskridge-oil-burner-electric-motor/7656430190.html
256,"10"" Duct Fan electric motor",$50,https://topeka.craigslist.org/for/d/eskridge-10-duct-fan-electric-motor/7656430156.html
257,Large squirrel cage blower & Electric Motor,$50,https://topeka.craigslist.org/for/d/eskridge-large-squirrel-cage-blower/7656428837.html
258,1/2 HP 1725 RPM GE Electric Motor,$35,https://topeka.craigslist.org/for/d/eskridge-2-hp-1725-rpm-ge-electric-motor/7656428314.html
259,Pedestal sump pump electric motor,$25,https://topeka.craigslist.org/for/d/eskridge-pedestal-sump-pump-electric/7656428250.html
260,Condenser or Furnace Electric Motor,$30,https://topeka.craigslist.org/for/d/eskridge-condenser-or-furnace-electric/7656427988.html
261,Industrial Electric Motors,$0,https://topeka.craigslist.org/for/d/eskridge-industrial-electric-motors/7656427920.html
262,U.S. 1/3 HP Electric Motor,$50,https://topeka.craigslist.org/for/d/eskridge-us-3-hp-electric-motor/7656427880.html
263,Air Compressor Electric Motor,$40,https://topeka.craigslist.org/for/d/eskridge-air-compressor-electric-motor/7656427286.html
264,New Water pump electric motor,$80,https://topeka.craigslist.org/for/d/eskridge-new-water-pump-electric-motor/7656427234.html
265,HVAC Electric Motor,$60,https://topeka.craigslist.org/for/d/eskridge-hvac-electric-motor/7656427090.html
266,Hot water recirculating pump,$80,https://topeka.craigslist.org/for/d/eskridge-hot-water-recirculating-pump/7656427002.html
267,Beatles. movie lobby cards,"$2,500",https://topeka.craigslist.org/for/d/emporia-beatles-movie-lobby-cards/7645235044.html
268,Holy Stone GPS Drone w/ 4K Camera HS175D,$150,https://topeka.craigslist.org/for/d/melvern-holy-stone-gps-drone-4k-camera/7656148948.html
269,Holy Stone GPS Drone for Adults with Rock Steady Camera 4K Photo 2-axi,$210,https://topeka.craigslist.org/for/d/melvern-holy-stone-gps-drone-for-adults/7656147746.html
270,For sale,$1,https://topeka.craigslist.org/for/d/topeka-for-sale/7656145337.html
271,Pool Handrail - New - 2 total,$500,https://topeka.craigslist.org/for/d/lyndon-pool-handrail-new-total/7656090925.html
272,Computer Desks,$75,https://topeka.craigslist.org/for/d/topeka-computer-desks/7648935941.html
273,"1 36"" Bi-Fold Door",$30,https://topeka.craigslist.org/for/d/dover-36-bi-fold-door/7655839501.html
274,3 Folding Patio Chairs,$5,https://topeka.craigslist.org/for/d/topeka-folding-patio-chairs/7655787052.html
275,2 Floor Lamps,$7,https://topeka.craigslist.org/for/d/topeka-floor-lamps/7655786322.html
276,Slot machine,$300,https://topeka.craigslist.org/for/d/topeka-slot-machine/7652168284.html
277,Schwinn Airdyne,$250,https://topeka.craigslist.org/for/d/berryton-schwinn-airdyne/7655463600.html
278,Porta Potty/Porta Privy Combo,$80,https://topeka.craigslist.org/for/d/topeka-porta-potty-porta-privy-combo/7655350160.html
279,Everything Must Go.,$0,https://topeka.craigslist.org/for/d/topeka-everything-must-go/7654920180.html
280,Casio Tax & Exchange  Calculator,$20,https://topeka.craigslist.org/for/d/topeka-casio-tax-exchange-calculator/7644007118.html
281,Brand new in the box barrel grill,$100,https://topeka.craigslist.org/for/d/topeka-brand-new-in-the-box-barrel-grill/7654800043.html
282,Log splitter,$125,https://topeka.craigslist.org/for/d/topeka-log-splitter/7654798729.html
283,stereo amp 300 watt,$40,https://topeka.craigslist.org/for/d/topeka-stereo-amp-300-watt/7653270977.html
284,honda express parts for sale,$1,https://topeka.craigslist.org/for/d/topeka-honda-express-parts-for-sale/7649313013.html
